product,price,quantity,date,region,sales
magenta morsel,2.5,499,04-11-2021,west,1247.5
chartreuse morsel,3,498,04-11-2021,north,1494
chartreuse morsel,3,470,04-11-2021,south,1410
chartreuse morsel,3,473,04-11-2021,east,1419
chartreuse morsel,3,424,04-11-2021,west,1272
periwinkle morsel,1.25,408,04-11-2021,north,510
periwinkle morsel,1.25,400,04-11-2021,south,500
periwinkle morsel,1.25,443,04-11-2021,east,553.75
periwinkle morsel,1.25,418,04-11-2021,west,522.5
vermilion morsel,4.99,488,04-11-2021,north,2435.12
vermilion morsel,4.99,495,04-11-2021,south,2470.05
vermilion morsel,4.99,470,04-11-2021,east,2345.3
vermilion morsel,4.99,455,04-11-2021,west,2270.45
lapis morsel,1.99,473,04-11-2021,north,941.27
lapis morsel,1.99,499,04-11-2021,south,993.01
lapis morsel,1.99,449,04-11-2021,east,893.51
lapis morsel,1.99,464,04-11-2021,west,923.36
pink morsel,5,495,05-11-2021,north,2475
pink morsel,5,485,05-11-2021,south,2425
pink morsel,5,466,05-11-2021,east,2330
pink morsel,5,441,05-11-2021,west,2205
gold morsel,9.99,453,05-11-2021,north,4525.47
gold morsel,9.99,430,05-11-2021,south,4295.7
gold morsel,9.99,453,05-11-2021,east,4525.47
gold morsel,9.99,431,05-11-2021,west,4305.69
magenta morsel,2.5,405,05-11-2021,north,1012.5
magenta morsel,2.5,412,05-11-2021,south,1030
magenta morsel,2.5,448,05-11-2021,east,1120
magenta morsel,2.5,426,05-11-2021,west,1065
chartreuse morsel,3,421,05-11-2021,north,1263
chartreuse morsel,3,421,05-11-2021,south,1263
chartreuse morsel,3,434,05-11-2021,east,1302
chartreuse morsel,3,414,05-11-2021,west,1242
periwinkle morsel,1.25,452,05-11-2021,north,565
periwinkle morsel,1.25,463,05-11-2021,south,578.75
periwinkle morsel,1.25,498,05-11-2021,east,622.5
periwinkle morsel,1.25,423,05-11-2021,west,528.75
vermilion morsel,4.99,465,05-11-2021,north,2320.35
vermilion morsel,4.99,483,05-11-2021,south,2410.17
vermilion morsel,4.99,495,05-11-2021,east,2470.05
vermilion morsel,4.99,451,05-11-2021,west,2250.49
lapis morsel,1.99,493,05-11-2021,north,981.07
lapis morsel,1.99,456,05-11-2021,south,907.44
lapis morsel,1.99,478,05-11-2021,east,951.22
lapis morsel,1.99,453,05-11-2021,west,901.47
pink morsel,5,447,06-11-2021,north,2235
pink morsel,5,410,06-11-2021,south,2050
pink morsel,5,491,06-11-2021,east,2455
pink morsel,5,413,06-11-2021,west,2065
gold morsel,9.99,452,06-11-2021,north,4515.48
gold morsel,9.99,495,06-11-2021,south,4945.05
gold morsel,9.99,435,06-11-2021,east,4345.65
gold morsel,9.99,423,06-11-2021,west,4225.77
magenta morsel,2.5,456,06-11-2021,north,1140
magenta morsel,2.5,423,06-11-2021,south,1057.5
magenta morsel,2.5,474,06-11-2021,east,1185
magenta morsel,2.5,405,06-11-2021,west,1012.5
chartreuse morsel,3,468,06-11-2021,north,1404
chartreuse morsel,3,467,06-11-2021,south,1401
chartreuse morsel,3,421,06-11-2021,east,1263
chartreuse morsel,3,442,06-11-2021,west,1326
periwinkle morsel,1.25,403,06-11-2021,north,503.75
periwinkle morsel,1.25,410,06-11-2021,south,512.5
periwinkle morsel,1.25,406,06-11-2021,east,507.5
periwinkle morsel,1.25,487,06-11-2021,west,608.75
vermilion morsel,4.99,414,06-11-2021,north,2065.86
vermilion morsel,4.99,434,06-11-2021,south,2165.66
vermilion morsel,4.99,474,06-11-2021,east,2365.26
vermilion morsel,4.99,495,06-11-2021,west,2470.05
lapis morsel,1.99,470,06-11-2021,north,935.3
lapis morsel,1.99,481,06-11-2021,south,957.19
lapis morsel,1.99,457,06-11-2021,east,909.43
lapis morsel,1.99,499,06-11-2021,west,993.01
pink morsel,5,442,07-11-2021,north,2210
pink morsel,5,413,07-11-2021,south,2065
pink morsel,5,443,07-11-2021,east,2215
pink morsel,5,455,07-11-2021,west,2275
gold morsel,9.99,431,07-11-2021,north,4305.69
gold morsel,9.99,423,07-11-2021,south,4225.77
gold morsel,9.99,445,07-11-2021,east,4445.55
gold morsel,9.99,404,07-11-2021,west,4035.96
magenta morsel,2.5,443,07-11-2021,north,1107.5
magenta morsel,2.5,450,07-11-2021,south,1125
magenta morsel,2.5,464,07-11-2021,east,1160
magenta morsel,2.5,485,07-11-2021,west,1212.5
chartreuse morsel,3,497,07-11-2021,north,1491
chartreuse morsel,3,446,07-11-2021,south,1338
chartreuse morsel,3,456,07-11-2021,east,1368
chartreuse morsel,3,435,07-11-2021,west,1305
periwinkle morsel,1.25,462,07-11-2021,north,577.5
periwinkle morsel,1.25,402,07-11-2021,south,502.5
periwinkle morsel,1.25,462,07-11-2021,east,577.5
periwinkle morsel,1.25,499,07-11-2021,west,623.75
vermilion morsel,4.99,450,07-11-2021,north,2245.5
vermilion morsel,4.99,411,07-11-2021,south,2050.89
vermilion morsel,4.99,431,07-11-2021,east,2150.69
vermilion morsel,4.99,400,07-11-2021,west,1996
lapis morsel,1.99,422,07-11-2021,north,839.78
lapis morsel,1.99,413,07-11-2021,south,821.87
lapis morsel,1.99,484,07-11-2021,east,963.16
lapis morsel,1.99,463,07-11-2021,west,921.37
pink morsel,5,401,08-11-2021,north,2005
pink morsel,5,424,08-11-2021,south,2120
pink morsel,5,428,08-11-2021,east,2140
pink morsel,5,452,08-11-2021,west,2260
gold morsel,9.99,467,08-11-2021,north,4665.33
gold morsel,9.99,417,08-11-2021,south,4165.83
gold morsel,9.99,446,08-11-2021,east,4455.54
gold morsel,9.99,409,08-11-2021,west,4085.91
magenta morsel,2.5,455,08-11-2021,north,1137.5
magenta morsel,2.5,490,08-11-2021,south,1225
magenta morsel,2.5,482,08-11-2021,east,1205
magenta morsel,2.5,456,08-11-2021,west,1140
chartreuse morsel,3,477,08-11-2021,north,1431
chartreuse morsel,3,447,08-11-2021,south,1341
chartreuse morsel,3,405,08-11-2021,east,1215
chartreuse morsel,3,421,08-11-2021,west,1263
periwinkle morsel,1.25,479,08-11-2021,north,598.75
periwinkle morsel,1.25,418,08-11-2021,south,522.5
periwinkle morsel,1.25,468,08-11-2021,east,585
periwinkle morsel,1.25,410,08-11-2021,west,512.5
vermilion morsel,4.99,405,08-11-2021,north,2020.95
vermilion morsel,4.99,445,08-11-2021,south,2220.55
vermilion morsel,4.99,449,08-11-2021,east,2240.51
vermilion morsel,4.99,455,08-11-2021,west,2270.45
lapis morsel,1.99,460,08-11-2021,north,915.4
lapis morsel,1.99,419,08-11-2021,south,833.81
lapis morsel,1.99,455,08-11-2021,east,905.45
lapis morsel,1.99,432,08-11-2021,west,859.68
pink morsel,5,433,09-11-2021,north,2165
pink morsel,5,400,09-11-2021,south,2000
pink morsel,5,487,09-11-2021,east,2435
pink morsel,5,450,09-11-2021,west,2250
gold morsel,9.99,437,09-11-2021,north,4365.63
gold morsel,9.99,485,09-11-2021,south,4845.15
gold morsel,9.99,432,09-11-2021,east,4315.68
gold morsel,9.99,463,09-11-2021,west,4625.37
magenta morsel,2.5,419,09-11-2021,north,1047.5
magenta morsel,2.5,442,09-11-2021,south,1105
magenta morsel,2.5,494,09-11-2021,east,1235
magenta morsel,2.5,401,09-11-2021,west,1002.5
chartreuse morsel,3,422,09-11-2021,north,1266
chartreuse morsel,3,448,09-11-2021,south,1344
chartreuse morsel,3,412,09-11-2021,east,1236
chartreuse morsel,3,438,09-11-2021,west,1314
periwinkle morsel,1.25,492,09-11-2021,north,615
periwinkle morsel,1.25,473,09-11-2021,south,591.25
periwinkle morsel,1.25,413,09-11-2021,east,516.25
periwinkle morsel,1.25,440,09-11-2021,west,550
vermilion morsel,4.99,449,09-11-2021,north,2240.51
vermilion morsel,4.99,479,09-11-2021,south,2390.21
vermilion morsel,4.99,459,09-11-2021,east,2290.41
vermilion morsel,4.99,490,09-11-2021,west,2445.1
lapis morsel,1.99,440,09-11-2021,north,875.6
lapis morsel,1.99,473,09-11-2021,south,941.27
lapis morsel,1.99,492,09-11-2021,east,979.08
lapis morsel,1.99,406,09-11-2021,west,807.94
pink morsel,5,497,10-11-2021,north,2485
pink morsel,5,418,10-11-2021,south,2090
pink morsel,5,405,10-11-2021,east,2025
pink morsel,5,473,10-11-2021,west,2365
gold morsel,9.99,437,10-11-2021,north,4365.63
gold morsel,9.99,474,10-11-2021,south,4735.26
gold morsel,9.99,468,10-11-2021,east,4675.32
gold morsel,9.99,421,10-11-2021,west,4205.79
magenta morsel,2.5,462,10-11-2021,north,1155
magenta morsel,2.5,454,10-11-2021,south,1135
magenta morsel,2.5,484,10-11-2021,east,1210
magenta morsel,2.5,434,10-11-2021,west,1085
chartreuse morsel,3,476,10-11-2021,north,1428
chartreuse morsel,3,494,10-11-2021,south,1482
chartreuse morsel,3,463,10-11-2021,east,1389
chartreuse morsel,3,405,10-11-2021,west,1215
periwinkle morsel,1.25,455,10-11-2021,north,568.75
periwinkle morsel,1.25,469,10-11-2021,south,586.25
periwinkle morsel,1.25,460,10-11-2021,east,575
periwinkle morsel,1.25,407,10-11-2021,west,508.75
vermilion morsel,4.99,459,10-11-2021,north,2290.41
vermilion morsel,4.99,500,10-11-2021,south,2495
vermilion morsel,4.99,481,10-11-2021,east,2400.19
vermilion morsel,4.99,409,10-11-2021,west,2040.91
lapis morsel,1.99,435,10-11-2021,north,865.65
lapis morsel,1.99,469,10-11-2021,south,933.31
lapis morsel,1.99,470,10-11-2021,east,935.3
lapis morsel,1.99,498,10-11-2021,west,991.02
pink morsel,5,430,11-11-2021,north,2150
pink morsel,5,432,11-11-2021,south,2160
pink morsel,5,407,11-11-2021,east,2035
pink morsel,5,489,11-11-2021,west,2445
gold morsel,9.99,444,11-11-2021,north,4435.56
gold morsel,9.99,442,11-11-2021,south,4415.58
gold morsel,9.99,473,11-11-2021,east,4725.27
gold morsel,9.99,436,11-11-2021,west,4355.64
magenta morsel,2.5,435,11-11-2021,north,1087.5
magenta morsel,2.5,455,11-11-2021,south,1137.5
magenta morsel,2.5,486,11-11-2021,east,1215
magenta morsel,2.5,401,11-11-2021,west,1002.5
chartreuse morsel,3,469,11-11-2021,north,1407
chartreuse morsel,3,406,11-11-2021,south,1218
chartreuse morsel,3,453,11-11-2021,east,1359
chartreuse morsel,3,498,11-11-2021,west,1494
periwinkle morsel,1.25,402,11-11-2021,north,502.5
periwinkle morsel,1.25,449,11-11-2021,south,561.25
periwinkle morsel,1.25,418,11-11-2021,east,522.5
periwinkle morsel,1.25,487,11-11-2021,west,608.75
vermilion morsel,4.99,468,11-11-2021,north,2335.32
vermilion morsel,4.99,403,11-11-2021,south,2010.97
vermilion morsel,4.99,409,11-11-2021,east,2040.91
vermilion morsel,4.99,457,11-11-2021,west,2280.43
lapis morsel,1.99,474,11-11-2021,north,943.26
lapis morsel,1.99,453,11-11-2021,south,901.47
lapis morsel,1.99,463,11-11-2021,east,921.37
lapis morsel,1.99,419,11-11-2021,west,833.81
pink morsel,5,470,12-11-2021,north,2350
pink morsel,5,426,12-11-2021,south,2130
pink morsel,5,409,12-11-2021,east,2045
pink morsel,5,498,12-11-2021,west,2490
gold morsel,9.99,409,12-11-2021,north,4085.91
gold morsel,9.99,478,12-11-2021,south,4775.22
gold morsel,9.99,403,12-11-2021,east,4025.97
gold morsel,9.99,412,12-11-2021,west,4115.88
magenta morsel,2.5,483,12-11-2021,north,1207.5
magenta morsel,2.5,462,12-11-2021,south,1155
magenta morsel,2.5,489,12-11-2021,east,1222.5
magenta morsel,2.5,481,12-11-2021,west,1202.5
chartreuse morsel,3,413,12-11-2021,north,1239
chartreuse morsel,3,483,12-11-2021,south,1449
chartreuse morsel,3,467,12-11-2021,east,1401
chartreuse morsel,3,411,12-11-2021,west,1233
periwinkle morsel,1.25,494,12-11-2021,north,617.5
periwinkle morsel,1.25,452,12-11-2021,south,565
periwinkle morsel,1.25,483,12-11-2021,east,603.75
periwinkle morsel,1.25,411,12-11-2021,west,513.75
vermilion morsel,4.99,441,12-11-2021,north,2200.59
vermilion morsel,4.99,417,12-11-2021,south,2080.83
vermilion morsel,4.99,422,12-11-2021,east,2105.78
vermilion morsel,4.99,474,12-11-2021,west,2365.26
lapis morsel,1.99,427,12-11-2021,north,849.73
lapis morsel,1.99,433,12-11-2021,south,861.67
lapis morsel,1.99,456,12-11-2021,east,907.44
lapis morsel,1.99,480,12-11-2021,west,955.2
pink morsel,5,463,13-11-2021,north,2315
pink morsel,5,442,13-11-2021,south,2210
pink morsel,5,469,13-11-2021,east,2345
pink morsel,5,457,13-11-2021,west,2285
gold morsel,9.99,483,13-11-2021,north,4825.17
gold morsel,9.99,402,13-11-2021,south,4015.98
gold morsel,9.99,426,13-11-2021,east,4255.74
gold morsel,9.99,408,13-11-2021,west,4075.92
magenta morsel,2.5,424,13-11-2021,north,1060
magenta morsel,2.5,494,13-11-2021,south,1235
magenta morsel,2.5,461,13-11-2021,east,1152.5
magenta morsel,2.5,478,13-11-2021,west,1195
chartreuse morsel,3,465,13-11-2021,north,1395
chartreuse morsel,3,401,13-11-2021,south,1203
chartreuse morsel,3,414,13-11-2021,east,1242
chartreuse morsel,3,473,13-11-2021,west,1419
periwinkle morsel,1.25,456,13-11-2021,north,570
periwinkle morsel,1.25,463,13-11-2021,south,578.75
periwinkle morsel,1.25,475,13-11-2021,east,593.75
periwinkle morsel,1.25,411,13-11-2021,west,513.75
vermilion morsel,4.99,480,13-11-2021,north,2395.2
vermilion morsel,4.99,471,13-11-2021,south,2350.29
vermilion morsel,4.99,400,13-11-2021,east,1996
vermilion morsel,4.99,418,13-11-2021,west,2085.82
lapis morsel,1.99,414,13-11-2021,north,823.86
lapis morsel,1.99,494,13-11-2021,south,983.06
lapis morsel,1.99,423,13-11-2021,east,841.77
lapis morsel,1.99,406,13-11-2021,west,807.94
pink morsel,5,445,14-11-2021,north,2225
pink morsel,5,438,14-11-2021,south,2190
pink morsel,5,499,14-11-2021,east,2495
pink morsel,5,497,14-11-2021,west,2485
gold morsel,9.99,479,14-11-2021,north,4785.21
gold morsel,9.99,425,14-11-2021,south,4245.75
gold morsel,9.99,427,14-11-2021,east,4265.73
gold morsel,9.99,405,14-11-2021,west,4045.95
magenta morsel,2.5,447,14-11-2021,north,1117.5
magenta morsel,2.5,463,14-11-2021,south,1157.5
magenta morsel,2.5,420,14-11-2021,east,1050
magenta morsel,2.5,468,14-11-2021,west,1170
chartreuse morsel,3,407,14-11-2021,north,1221
chartreuse morsel,3,477,14-11-2021,south,1431
chartreuse morsel,3,418,14-11-2021,east,1254
chartreuse morsel,3,430,14-11-2021,west,1290
periwinkle morsel,1.25,432,14-11-2021,north,540
periwinkle morsel,1.25,440,14-11-2021,south,550
periwinkle morsel,1.25,449,14-11-2021,east,561.25
periwinkle morsel,1.25,411,14-11-2021,west,513.75
vermilion morsel,4.99,435,14-11-2021,north,2170.65
vermilion morsel,4.99,473,14-11-2021,south,2360.27
vermilion morsel,4.99,469,14-11-2021,east,2340.31
vermilion morsel,4.99,402,14-11-2021,west,2005.98
lapis morsel,1.99,443,14-11-2021,north,881.57
lapis morsel,1.99,402,14-11-2021,south,799.98
lapis morsel,1.99,427,14-11-2021,east,849.73
lapis morsel,1.99,463,14-11-2021,west,921.37
pink morsel,5,421,15-11-2021,north,2105
pink morsel,5,485,15-11-2021,south,2425
pink morsel,5,431,15-11-2021,east,2155
pink morsel,5,499,15-11-2021,west,2495
gold morsel,9.99,463,15-11-2021,north,4625.37
gold morsel,9.99,410,15-11-2021,south,4095.9
gold morsel,9.99,430,15-11-2021,east,4295.7
gold morsel,9.99,424,15-11-2021,west,4235.76
magenta morsel,2.5,427,15-11-2021,north,1067.5
magenta morsel,2.5,492,15-11-2021,south,1230
magenta morsel,2.5,410,15-11-2021,east,1025
magenta morsel,2.5,424,15-11-2021,west,1060
chartreuse morsel,3,480,15-11-2021,north,1440
chartreuse morsel,3,473,15-11-2021,south,1419
chartreuse morsel,3,459,15-11-2021,east,1377
chartreuse morsel,3,476,15-11-2021,west,1428
periwinkle morsel,1.25,441,15-11-2021,north,551.25
periwinkle morsel,1.25,426,15-11-2021,south,532.5
periwinkle morsel,1.25,425,15-11-2021,east,531.25
periwinkle morsel,1.25,409,15-11-2021,west,511.25
vermilion morsel,4.99,498,15-11-2021,north,2485.02
vermilion morsel,4.99,442,15-11-2021,south,2205.58
vermilion morsel,4.99,412,15-11-2021,east,2055.88
vermilion morsel,4.99,481,15-11-2021,west,2400.19
lapis morsel,1.99,436,15-11-2021,north,867.64
lapis morsel,1.99,405,15-11-2021,south,805.95
lapis morsel,1.99,405,15-11-2021,east,805.95
lapis morsel,1.99,420,15-11-2021,west,835.8
pink morsel,5,497,16-11-2021,north,2485
pink morsel,5,445,16-11-2021,south,2225
pink morsel,5,463,16-11-2021,east,2315
pink morsel,5,460,16-11-2021,west,2300
gold morsel,9.99,406,16-11-2021,north,4055.94
gold morsel,9.99,427,16-11-2021,south,4265.73
gold morsel,9.99,419,16-11-2021,east,4185.81
gold morsel,9.99,434,16-11-2021,west,4335.66
magenta morsel,2.5,424,16-11-2021,north,1060
magenta morsel,2.5,481,16-11-2021,south,1202.5
magenta morsel,2.5,476,16-11-2021,east,1190
magenta morsel,2.5,450,16-11-2021,west,1125
chartreuse morsel,3,448,16-11-2021,north,1344
chartreuse morsel,3,416,16-11-2021,south,1248
chartreuse morsel,3,442,16-11-2021,east,1326
chartreuse morsel,3,474,16-11-2021,west,1422
periwinkle morsel,1.25,418,16-11-2021,north,522.5
periwinkle morsel,1.25,438,16-11-2021,south,547.5
periwinkle morsel,1.25,401,16-11-2021,east,501.25
periwinkle morsel,1.25,449,16-11-2021,west,561.25
vermilion morsel,4.99,445,16-11-2021,north,2220.55
vermilion morsel,4.99,423,16-11-2021,south,2110.77
vermilion morsel,4.99,429,16-11-2021,east,2140.71
vermilion morsel,4.99,456,16-11-2021,west,2275.44
lapis morsel,1.99,469,16-11-2021,north,933.31
lapis morsel,1.99,471,16-11-2021,south,937.29
lapis morsel,1.99,440,16-11-2021,east,875.6
lapis morsel,1.99,457,16-11-2021,west,909.43
pink morsel,5,433,17-11-2021,north,2165
pink morsel,5,448,17-11-2021,south,2240
pink morsel,5,458,17-11-2021,east,2290
pink morsel,5,405,17-11-2021,west,2025
gold morsel,9.99,460,17-11-2021,north,4595.4
gold morsel,9.99,484,17-11-2021,south,4835.16
gold morsel,9.99,415,17-11-2021,east,4145.85
gold morsel,9.99,478,17-11-2021,west,4775.22
magenta morsel,2.5,411,17-11-2021,north,1027.5
magenta morsel,2.5,400,17-11-2021,south,1000
magenta morsel,2.5,433,17-11-2021,east,1082.5
magenta morsel,2.5,451,17-11-2021,west,1127.5
chartreuse morsel,3,446,17-11-2021,north,1338
chartreuse morsel,3,482,17-11-2021,south,1446
chartreuse morsel,3,434,17-11-2021,east,1302
chartreuse morsel,3,410,17-11-2021,west,1230
periwinkle morsel,1.25,427,17-11-2021,north,533.75
periwinkle morsel,1.25,443,17-11-2021,south,553.75
periwinkle morsel,1.25,444,17-11-2021,east,555
periwinkle morsel,1.25,443,17-11-2021,west,553.75
vermilion morsel,4.99,410,17-11-2021,north,2045.9
vermilion morsel,4.99,488,17-11-2021,south,2435.12
vermilion morsel,4.99,431,17-11-2021,east,2150.69
vermilion morsel,4.99,482,17-11-2021,west,2405.18
lapis morsel,1.99,437,17-11-2021,north,869.63
lapis morsel,1.99,492,17-11-2021,south,979.08
lapis morsel,1.99,441,17-11-2021,east,877.59
lapis morsel,1.99,446,17-11-2021,west,887.54
pink morsel,5,416,18-11-2021,north,2080
pink morsel,5,465,18-11-2021,south,2325
pink morsel,5,421,18-11-2021,east,2105
pink morsel,5,449,18-11-2021,west,2245
gold morsel,9.99,431,18-11-2021,north,4305.69
gold morsel,9.99,480,18-11-2021,south,4795.2
gold morsel,9.99,429,18-11-2021,east,4285.71
gold morsel,9.99,452,18-11-2021,west,4515.48
magenta morsel,2.5,420,18-11-2021,north,1050
magenta morsel,2.5,462,18-11-2021,south,1155
magenta morsel,2.5,439,18-11-2021,east,1097.5
magenta morsel,2.5,491,18-11-2021,west,1227.5
chartreuse morsel,3,437,18-11-2021,north,1311
chartreuse morsel,3,406,18-11-2021,south,1218
chartreuse morsel,3,493,18-11-2021,east,1479
chartreuse morsel,3,476,18-11-2021,west,1428
periwinkle morsel,1.25,425,18-11-2021,north,531.25
periwinkle morsel,1.25,448,18-11-2021,south,560
periwinkle morsel,1.25,488,18-11-2021,east,610
periwinkle morsel,1.25,432,18-11-2021,west,540
vermilion morsel,4.99,400,18-11-2021,north,1996
vermilion morsel,4.99,462,18-11-2021,south,2305.38
vermilion morsel,4.99,459,18-11-2021,east,2290.41
vermilion morsel,4.99,488,18-11-2021,west,2435.12
lapis morsel,1.99,481,18-11-2021,north,957.19
lapis morsel,1.99,459,18-11-2021,south,913.41
lapis morsel,1.99,423,18-11-2021,east,841.77
lapis morsel,1.99,489,18-11-2021,west,973.11
pink morsel,5,436,19-11-2021,north,2180
pink morsel,5,436,19-11-2021,south,2180
pink morsel,5,469,19-11-2021,east,2345
pink morsel,5,487,19-11-2021,west,2435
gold morsel,9.99,414,19-11-2021,north,4135.86
gold morsel,9.99,499,19-11-2021,south,4985.01
gold morsel,9.99,452,19-11-2021,east,4515.48
gold morsel,9.99,446,19-11-2021,west,4455.54
magenta morsel,2.5,475,19-11-2021,north,1187.5
magenta morsel,2.5,455,19-11-2021,south,1137.5
magenta morsel,2.5,461,19-11-2021,east,1152.5
magenta morsel,2.5,443,19-11-2021,west,1107.5
chartreuse morsel,3,422,19-11-2021,north,1266
chartreuse morsel,3,479,19-11-2021,south,1437
chartreuse morsel,3,455,19-11-2021,east,1365
chartreuse morsel,3,419,19-11-2021,west,1257
periwinkle morsel,1.25,495,19-11-2021,north,618.75
periwinkle morsel,1.25,486,19-11-2021,south,607.5
periwinkle morsel,1.25,410,19-11-2021,east,512.5
periwinkle morsel,1.25,468,19-11-2021,west,585
vermilion morsel,4.99,450,19-11-2021,north,2245.5
vermilion morsel,4.99,420,19-11-2021,south,2095.8
vermilion morsel,4.99,443,19-11-2021,east,2210.57
vermilion morsel,4.99,410,19-11-2021,west,2045.9
lapis morsel,1.99,427,19-11-2021,north,849.73
lapis morsel,1.99,473,19-11-2021,south,941.27
lapis morsel,1.99,490,19-11-2021,east,975.1
lapis morsel,1.99,471,19-11-2021,west,937.29
pink morsel,5,498,20-11-2021,north,2490
pink morsel,5,432,20-11-2021,south,2160
pink morsel,5,492,20-11-2021,east,2460
pink morsel,5,408,20-11-2021,west,2040
gold morsel,9.99,419,20-11-2021,north,4185.81
gold morsel,9.99,432,20-11-2021,south,4315.68
gold morsel,9.99,453,20-11-2021,east,4525.47
gold morsel,9.99,482,20-11-2021,west,4815.18
magenta morsel,2.5,464,20-11-2021,north,1160
magenta morsel,2.5,499,20-11-2021,south,1247.5
magenta morsel,2.5,451,20-11-2021,east,1127.5
magenta morsel,2.5,457,20-11-2021,west,1142.5
chartreuse morsel,3,432,20-11-2021,north,1296
chartreuse morsel,3,458,20-11-2021,south,1374
chartreuse morsel,3,445,20-11-2021,east,1335
chartreuse morsel,3,423,20-11-2021,west,1269
periwinkle morsel,1.25,433,20-11-2021,north,541.25
periwinkle morsel,1.25,445,20-11-2021,south,556.25
periwinkle morsel,1.25,422,20-11-2021,east,527.5
periwinkle morsel,1.25,476,20-11-2021,west,595
vermilion morsel,4.99,446,20-11-2021,north,2225.54
vermilion morsel,4.99,479,20-11-2021,south,2390.21
vermilion morsel,4.99,493,20-11-2021,east,2460.07
vermilion morsel,4.99,490,20-11-2021,west,2445.1
lapis morsel,1.99,433,20-11-2021,north,861.67
lapis morsel,1.99,496,20-11-2021,south,987.04
lapis morsel,1.99,430,20-11-2021,east,855.7
lapis morsel,1.99,488,20-11-2021,west,971.12
pink morsel,5,402,21-11-2021,north,2010
pink morsel,5,488,21-11-2021,south,2440
pink morsel,5,438,21-11-2021,east,2190
pink morsel,5,473,21-11-2021,west,2365
gold morsel,9.99,479,21-11-2021,north,4785.21
gold morsel,9.99,436,21-11-2021,south,4355.64
gold morsel,9.99,485,21-11-2021,east,4845.15
gold morsel,9.99,408,21-11-2021,west,4075.92
magenta morsel,2.5,447,21-11-2021,north,1117.5
magenta morsel,2.5,477,21-11-2021,south,1192.5
magenta morsel,2.5,446,21-11-2021,east,1115
magenta morsel,2.5,425,21-11-2021,west,1062.5
chartreuse morsel,3,482,21-11-2021,north,1446
chartreuse morsel,3,432,21-11-2021,south,1296
chartreuse morsel,3,479,21-11-2021,east,1437
chartreuse morsel,3,493,21-11-2021,west,1479
periwinkle morsel,1.25,477,21-11-2021,north,596.25
periwinkle morsel,1.25,431,21-11-2021,south,538.75
periwinkle morsel,1.25,475,21-11-2021,east,593.75
periwinkle morsel,1.25,450,21-11-2021,west,562.5
vermilion morsel,4.99,428,21-11-2021,north,2135.72
vermilion morsel,4.99,474,21-11-2021,south,2365.26
vermilion morsel,4.99,460,21-11-2021,east,2295.4
vermilion morsel,4.99,484,21-11-2021,west,2415.16
lapis morsel,1.99,492,21-11-2021,north,979.08
lapis morsel,1.99,463,21-11-2021,south,921.37
lapis morsel,1.99,498,21-11-2021,east,991.02
lapis morsel,1.99,479,21-11-2021,west,953.21
pink morsel,5,429,22-11-2021,north,2145
pink morsel,5,484,22-11-2021,south,2420
pink morsel,5,440,22-11-2021,east,2200
pink morsel,5,415,22-11-2021,west,2075
gold morsel,9.99,438,22-11-2021,north,4375.62
gold morsel,9.99,473,22-11-2021,south,4725.27
gold morsel,9.99,408,22-11-2021,east,4075.92
gold morsel,9.99,401,22-11-2021,west,4005.99
magenta morsel,2.5,466,22-11-2021,north,1165
magenta morsel,2.5,476,22-11-2021,south,1190
magenta morsel,2.5,486,22-11-2021,east,1215
magenta morsel,2.5,419,22-11-2021,west,1047.5
chartreuse morsel,3,499,22-11-2021,north,1497
chartreuse morsel,3,461,22-11-2021,south,1383
chartreuse morsel,3,412,22-11-2021,east,1236
chartreuse morsel,3,485,22-11-2021,west,1455
periwinkle morsel,1.25,455,22-11-2021,north,568.75
periwinkle morsel,1.25,474,22-11-2021,south,592.5
periwinkle morsel,1.25,412,22-11-2021,east,515
periwinkle morsel,1.25,410,22-11-2021,west,512.5
vermilion morsel,4.99,492,22-11-2021,north,2455.08
vermilion morsel,4.99,406,22-11-2021,south,2025.94
vermilion morsel,4.99,490,22-11-2021,east,2445.1
vermilion morsel,4.99,423,22-11-2021,west,2110.77
lapis morsel,1.99,408,22-11-2021,north,811.92
lapis morsel,1.99,469,22-11-2021,south,933.31
lapis morsel,1.99,425,22-11-2021,east,845.75
lapis morsel,1.99,436,22-11-2021,west,867.64
pink morsel,5,415,23-11-2021,north,2075
pink morsel,5,490,23-11-2021,south,2450
pink morsel,5,456,23-11-2021,east,2280
pink morsel,5,444,23-11-2021,west,2220
gold morsel,9.99,475,23-11-2021,north,4745.25
gold morsel,9.99,450,23-11-2021,south,4495.5
gold morsel,9.99,454,23-11-2021,east,4535.46
gold morsel,9.99,455,23-11-2021,west,4545.45
magenta morsel,2.5,434,23-11-2021,north,1085
magenta morsel,2.5,424,23-11-2021,south,1060
magenta morsel,2.5,470,23-11-2021,east,1175
magenta morsel,2.5,401,23-11-2021,west,1002.5
chartreuse morsel,3,430,23-11-2021,north,1290
chartreuse morsel,3,414,23-11-2021,south,1242
chartreuse morsel,3,401,23-11-2021,east,1203
chartreuse morsel,3,428,23-11-2021,west,1284
periwinkle morsel,1.25,421,23-11-2021,north,526.25
periwinkle morsel,1.25,401,23-11-2021,south,501.25
periwinkle morsel,1.25,500,23-11-2021,east,625
periwinkle morsel,1.25,473,23-11-2021,west,591.25
vermilion morsel,4.99,400,23-11-2021,north,1996
