,product,price,quantity,date,region,sales
10892,pink morsel,5,447,06-11-2021,north,2235.0
10893,pink morsel,5,410,06-11-2021,south,2050.0
10894,pink morsel,5,491,06-11-2021,east,2455.0
10895,pink morsel,5,413,06-11-2021,west,2065.0
10920,pink morsel,5,442,07-11-2021,north,2210.0
10921,pink morsel,5,413,07-11-2021,south,2065.0
10922,pink morsel,5,443,07-11-2021,east,2215.0
10923,pink morsel,5,455,07-11-2021,west,2275.0
10948,pink morsel,5,401,08-11-2021,north,2005.0
10949,pink morsel,5,424,08-11-2021,south,2120.0
10950,pink morsel,5,428,08-11-2021,east,2140.0
10951,pink morsel,5,452,08-11-2021,west,2260.0
10976,pink morsel,5,433,09-11-2021,north,2165.0
10977,pink morsel,5,400,09-11-2021,south,2000.0
10978,pink morsel,5,487,09-11-2021,east,2435.0
10979,pink morsel,5,450,09-11-2021,west,2250.0
11004,pink morsel,5,497,10-11-2021,north,2485.0
11005,pink morsel,5,418,10-11-2021,south,2090.0
11006,pink morsel,5,405,10-11-2021,east,2025.0
11007,pink morsel,5,473,10-11-2021,west,2365.0
11032,pink morsel,5,430,11-11-2021,north,2150.0
11033,pink morsel,5,432,11-11-2021,south,2160.0
11034,pink morsel,5,407,11-11-2021,east,2035.0
11035,pink morsel,5,489,11-11-2021,west,2445.0
11060,pink morsel,5,470,12-11-2021,north,2350.0
11061,pink morsel,5,426,12-11-2021,south,2130.0
11062,pink morsel,5,409,12-11-2021,east,2045.0
11063,pink morsel,5,498,12-11-2021,west,2490.0
11088,pink morsel,5,463,13-11-2021,north,2315.0
11089,pink morsel,5,442,13-11-2021,south,2210.0
11090,pink morsel,5,469,13-11-2021,east,2345.0
11091,pink morsel,5,457,13-11-2021,west,2285.0
11116,pink morsel,5,445,14-11-2021,north,2225.0
11117,pink morsel,5,438,14-11-2021,south,2190.0
11118,pink morsel,5,499,14-11-2021,east,2495.0
11119,pink morsel,5,497,14-11-2021,west,2485.0
11144,pink morsel,5,421,15-11-2021,north,2105.0
11145,pink morsel,5,485,15-11-2021,south,2425.0
11146,pink morsel,5,431,15-11-2021,east,2155.0
11147,pink morsel,5,499,15-11-2021,west,2495.0
11172,pink morsel,5,497,16-11-2021,north,2485.0
11173,pink morsel,5,445,16-11-2021,south,2225.0
11174,pink morsel,5,463,16-11-2021,east,2315.0
11175,pink morsel,5,460,16-11-2021,west,2300.0
11200,pink morsel,5,433,17-11-2021,north,2165.0
11201,pink morsel,5,448,17-11-2021,south,2240.0
11202,pink morsel,5,458,17-11-2021,east,2290.0
11203,pink morsel,5,405,17-11-2021,west,2025.0
11228,pink morsel,5,416,18-11-2021,north,2080.0
11229,pink morsel,5,465,18-11-2021,south,2325.0
11230,pink morsel,5,421,18-11-2021,east,2105.0
11231,pink morsel,5,449,18-11-2021,west,2245.0
11256,pink morsel,5,436,19-11-2021,north,2180.0
11257,pink morsel,5,436,19-11-2021,south,2180.0
11258,pink morsel,5,469,19-11-2021,east,2345.0
11259,pink morsel,5,487,19-11-2021,west,2435.0
11284,pink morsel,5,498,20-11-2021,north,2490.0
11285,pink morsel,5,432,20-11-2021,south,2160.0
11286,pink morsel,5,492,20-11-2021,east,2460.0
11287,pink morsel,5,408,20-11-2021,west,2040.0
11312,pink morsel,5,402,21-11-2021,north,2010.0
11313,pink morsel,5,488,21-11-2021,south,2440.0
11314,pink morsel,5,438,21-11-2021,east,2190.0
11315,pink morsel,5,473,21-11-2021,west,2365.0
11340,pink morsel,5,429,22-11-2021,north,2145.0
11341,pink morsel,5,484,22-11-2021,south,2420.0
11342,pink morsel,5,440,22-11-2021,east,2200.0
11343,pink morsel,5,415,22-11-2021,west,2075.0
11368,pink morsel,5,415,23-11-2021,north,2075.0
11369,pink morsel,5,490,23-11-2021,south,2450.0
11370,pink morsel,5,456,23-11-2021,east,2280.0
11371,pink morsel,5,444,23-11-2021,west,2220.0
11396,pink morsel,5,482,24-11-2021,north,2410.0
11397,pink morsel,5,403,24-11-2021,south,2015.0
11398,pink morsel,5,404,24-11-2021,east,2020.0
11399,pink morsel,5,412,24-11-2021,west,2060.0
11424,pink morsel,5,482,25-11-2021,north,2410.0
11425,pink morsel,5,497,25-11-2021,south,2485.0
11426,pink morsel,5,489,25-11-2021,east,2445.0
11427,pink morsel,5,457,25-11-2021,west,2285.0
11452,pink morsel,5,498,26-11-2021,north,2490.0
11453,pink morsel,5,443,26-11-2021,south,2215.0
11454,pink morsel,5,403,26-11-2021,east,2015.0
11455,pink morsel,5,414,26-11-2021,west,2070.0
11480,pink morsel,5,434,27-11-2021,north,2170.0
11481,pink morsel,5,447,27-11-2021,south,2235.0
11482,pink morsel,5,429,27-11-2021,east,2145.0
11483,pink morsel,5,474,27-11-2021,west,2370.0
11508,pink morsel,5,407,28-11-2021,north,2035.0
11509,pink morsel,5,467,28-11-2021,south,2335.0
11510,pink morsel,5,478,28-11-2021,east,2390.0
11511,pink morsel,5,500,28-11-2021,west,2500.0
11536,pink morsel,5,436,29-11-2021,north,2180.0
11537,pink morsel,5,499,29-11-2021,south,2495.0
11538,pink morsel,5,434,29-11-2021,east,2170.0
11539,pink morsel,5,455,29-11-2021,west,2275.0
11564,pink morsel,5,453,30-11-2021,north,2265.0
11565,pink morsel,5,407,30-11-2021,south,2035.0
11566,pink morsel,5,496,30-11-2021,east,2480.0
11567,pink morsel,5,478,30-11-2021,west,2390.0
11592,pink morsel,5,483,01-12-2021,north,2415.0
11593,pink morsel,5,455,01-12-2021,south,2275.0
11594,pink morsel,5,420,01-12-2021,east,2100.0
11595,pink morsel,5,421,01-12-2021,west,2105.0
11620,pink morsel,5,466,02-12-2021,north,2330.0
11621,pink morsel,5,434,02-12-2021,south,2170.0
11622,pink morsel,5,492,02-12-2021,east,2460.0
11623,pink morsel,5,440,02-12-2021,west,2200.0
11648,pink morsel,5,445,03-12-2021,north,2225.0
11649,pink morsel,5,470,03-12-2021,south,2350.0
11650,pink morsel,5,425,03-12-2021,east,2125.0
11651,pink morsel,5,449,03-12-2021,west,2245.0
11676,pink morsel,5,405,04-12-2021,north,2025.0
11677,pink morsel,5,402,04-12-2021,south,2010.0
11678,pink morsel,5,401,04-12-2021,east,2005.0
11679,pink morsel,5,491,04-12-2021,west,2455.0
11704,pink morsel,5,426,05-12-2021,north,2130.0
11705,pink morsel,5,489,05-12-2021,south,2445.0
11706,pink morsel,5,438,05-12-2021,east,2190.0
11707,pink morsel,5,453,05-12-2021,west,2265.0
11732,pink morsel,5,476,06-12-2021,north,2380.0
11733,pink morsel,5,447,06-12-2021,south,2235.0
11734,pink morsel,5,440,06-12-2021,east,2200.0
11735,pink morsel,5,440,06-12-2021,west,2200.0
11760,pink morsel,5,418,07-12-2021,north,2090.0
11761,pink morsel,5,433,07-12-2021,south,2165.0
11762,pink morsel,5,460,07-12-2021,east,2300.0
11763,pink morsel,5,480,07-12-2021,west,2400.0
11788,pink morsel,5,427,08-12-2021,north,2135.0
11789,pink morsel,5,463,08-12-2021,south,2315.0
11790,pink morsel,5,475,08-12-2021,east,2375.0
11791,pink morsel,5,416,08-12-2021,west,2080.0
11816,pink morsel,5,454,09-12-2021,north,2270.0
11817,pink morsel,5,486,09-12-2021,south,2430.0
11818,pink morsel,5,467,09-12-2021,east,2335.0
11819,pink morsel,5,413,09-12-2021,west,2065.0
11844,pink morsel,5,447,10-12-2021,north,2235.0
11845,pink morsel,5,475,10-12-2021,south,2375.0
11846,pink morsel,5,480,10-12-2021,east,2400.0
11847,pink morsel,5,461,10-12-2021,west,2305.0
11872,pink morsel,5,462,11-12-2021,north,2310.0
11873,pink morsel,5,431,11-12-2021,south,2155.0
11874,pink morsel,5,487,11-12-2021,east,2435.0
11875,pink morsel,5,433,11-12-2021,west,2165.0
11900,pink morsel,5,445,12-12-2021,north,2225.0
11901,pink morsel,5,411,12-12-2021,south,2055.0
11902,pink morsel,5,447,12-12-2021,east,2235.0
11903,pink morsel,5,459,12-12-2021,west,2295.0
11928,pink morsel,5,408,13-12-2021,north,2040.0
11929,pink morsel,5,464,13-12-2021,south,2320.0
11930,pink morsel,5,422,13-12-2021,east,2110.0
11931,pink morsel,5,436,13-12-2021,west,2180.0
11956,pink morsel,5,472,14-12-2021,north,2360.0
11957,pink morsel,5,484,14-12-2021,south,2420.0
11958,pink morsel,5,474,14-12-2021,east,2370.0
11959,pink morsel,5,467,14-12-2021,west,2335.0
11984,pink morsel,5,497,15-12-2021,north,2485.0
11985,pink morsel,5,499,15-12-2021,south,2495.0
11986,pink morsel,5,473,15-12-2021,east,2365.0
11987,pink morsel,5,431,15-12-2021,west,2155.0
12012,pink morsel,5,477,16-12-2021,north,2385.0
12013,pink morsel,5,477,16-12-2021,south,2385.0
12014,pink morsel,5,487,16-12-2021,east,2435.0
12015,pink morsel,5,458,16-12-2021,west,2290.0
12040,pink morsel,5,442,17-12-2021,north,2210.0
12041,pink morsel,5,417,17-12-2021,south,2085.0
12042,pink morsel,5,418,17-12-2021,east,2090.0
12043,pink morsel,5,474,17-12-2021,west,2370.0
12068,pink morsel,5,429,18-12-2021,north,2145.0
12069,pink morsel,5,442,18-12-2021,south,2210.0
12070,pink morsel,5,476,18-12-2021,east,2380.0
12071,pink morsel,5,491,18-12-2021,west,2455.0
12096,pink morsel,5,454,19-12-2021,north,2270.0
12097,pink morsel,5,408,19-12-2021,south,2040.0
12098,pink morsel,5,436,19-12-2021,east,2180.0
12099,pink morsel,5,500,19-12-2021,west,2500.0
12124,pink morsel,5,423,20-12-2021,north,2115.0
12125,pink morsel,5,465,20-12-2021,south,2325.0
12126,pink morsel,5,450,20-12-2021,east,2250.0
12127,pink morsel,5,436,20-12-2021,west,2180.0
12152,pink morsel,5,466,21-12-2021,north,2330.0
12153,pink morsel,5,415,21-12-2021,south,2075.0
12154,pink morsel,5,471,21-12-2021,east,2355.0
12155,pink morsel,5,471,21-12-2021,west,2355.0
12180,pink morsel,5,441,22-12-2021,north,2205.0
12181,pink morsel,5,431,22-12-2021,south,2155.0
12182,pink morsel,5,402,22-12-2021,east,2010.0
12183,pink morsel,5,401,22-12-2021,west,2005.0
12208,pink morsel,5,482,23-12-2021,north,2410.0
12209,pink morsel,5,453,23-12-2021,south,2265.0
12210,pink morsel,5,441,23-12-2021,east,2205.0
12211,pink morsel,5,423,23-12-2021,west,2115.0
12236,pink morsel,5,410,24-12-2021,north,2050.0
12237,pink morsel,5,427,24-12-2021,south,2135.0
12238,pink morsel,5,488,24-12-2021,east,2440.0
12239,pink morsel,5,472,24-12-2021,west,2360.0
12264,pink morsel,5,481,25-12-2021,north,2405.0
12265,pink morsel,5,423,25-12-2021,south,2115.0
12266,pink morsel,5,417,25-12-2021,east,2085.0
12267,pink morsel,5,458,25-12-2021,west,2290.0
12292,pink morsel,5,449,26-12-2021,north,2245.0
12293,pink morsel,5,492,26-12-2021,south,2460.0
12294,pink morsel,5,490,26-12-2021,east,2450.0
12295,pink morsel,5,462,26-12-2021,west,2310.0
12320,pink morsel,5,474,27-12-2021,north,2370.0
12321,pink morsel,5,408,27-12-2021,south,2040.0
12322,pink morsel,5,483,27-12-2021,east,2415.0
12323,pink morsel,5,403,27-12-2021,west,2015.0
12348,pink morsel,5,449,28-12-2021,north,2245.0
12349,pink morsel,5,424,28-12-2021,south,2120.0
12350,pink morsel,5,483,28-12-2021,east,2415.0
12351,pink morsel,5,459,28-12-2021,west,2295.0
12376,pink morsel,5,489,29-12-2021,north,2445.0
12377,pink morsel,5,443,29-12-2021,south,2215.0
12378,pink morsel,5,457,29-12-2021,east,2285.0
12379,pink morsel,5,479,29-12-2021,west,2395.0
12404,pink morsel,5,487,30-12-2021,north,2435.0
12405,pink morsel,5,480,30-12-2021,south,2400.0
12406,pink morsel,5,452,30-12-2021,east,2260.0
12407,pink morsel,5,463,30-12-2021,west,2315.0
12432,pink morsel,5,463,31-12-2021,north,2315.0
12433,pink morsel,5,435,31-12-2021,south,2175.0
12434,pink morsel,5,459,31-12-2021,east,2295.0
12435,pink morsel,5,411,31-12-2021,west,2055.0
12460,pink morsel,5,426,01-01-2022,north,2130.0
12461,pink morsel,5,496,01-01-2022,south,2480.0
12462,pink morsel,5,438,01-01-2022,east,2190.0
12463,pink morsel,5,434,01-01-2022,west,2170.0
12488,pink morsel,5,432,02-01-2022,north,2160.0
12489,pink morsel,5,424,02-01-2022,south,2120.0
12490,pink morsel,5,422,02-01-2022,east,2110.0
12491,pink morsel,5,416,02-01-2022,west,2080.0
12516,pink morsel,5,410,03-01-2022,north,2050.0
12517,pink morsel,5,430,03-01-2022,south,2150.0
12518,pink morsel,5,488,03-01-2022,east,2440.0
12519,pink morsel,5,411,03-01-2022,west,2055.0
12544,pink morsel,5,481,04-01-2022,north,2405.0
12545,pink morsel,5,404,04-01-2022,south,2020.0
12546,pink morsel,5,402,04-01-2022,east,2010.0
12547,pink morsel,5,401,04-01-2022,west,2005.0
12572,pink morsel,5,496,05-01-2022,north,2480.0
12573,pink morsel,5,472,05-01-2022,south,2360.0
12574,pink morsel,5,405,05-01-2022,east,2025.0
12575,pink morsel,5,455,05-01-2022,west,2275.0
12600,pink morsel,5,449,06-01-2022,north,2245.0
12601,pink morsel,5,412,06-01-2022,south,2060.0
12602,pink morsel,5,458,06-01-2022,east,2290.0
12603,pink morsel,5,441,06-01-2022,west,2205.0
12628,pink morsel,5,413,07-01-2022,north,2065.0
12629,pink morsel,5,410,07-01-2022,south,2050.0
12630,pink morsel,5,436,07-01-2022,east,2180.0
12631,pink morsel,5,427,07-01-2022,west,2135.0
12656,pink morsel,5,474,08-01-2022,north,2370.0
12657,pink morsel,5,449,08-01-2022,south,2245.0
12658,pink morsel,5,414,08-01-2022,east,2070.0
12659,pink morsel,5,479,08-01-2022,west,2395.0
12684,pink morsel,5,498,09-01-2022,north,2490.0
12685,pink morsel,5,421,09-01-2022,south,2105.0
12686,pink morsel,5,467,09-01-2022,east,2335.0
12687,pink morsel,5,450,09-01-2022,west,2250.0
12712,pink morsel,5,448,10-01-2022,north,2240.0
12713,pink morsel,5,418,10-01-2022,south,2090.0
12714,pink morsel,5,474,10-01-2022,east,2370.0
12715,pink morsel,5,463,10-01-2022,west,2315.0
12740,pink morsel,5,400,11-01-2022,north,2000.0
12741,pink morsel,5,415,11-01-2022,south,2075.0
12742,pink morsel,5,461,11-01-2022,east,2305.0
12743,pink morsel,5,429,11-01-2022,west,2145.0
12768,pink morsel,5,410,12-01-2022,north,2050.0
12769,pink morsel,5,452,12-01-2022,south,2260.0
12770,pink morsel,5,419,12-01-2022,east,2095.0
12771,pink morsel,5,500,12-01-2022,west,2500.0
12796,pink morsel,5,452,13-01-2022,north,2260.0
12797,pink morsel,5,473,13-01-2022,south,2365.0
12798,pink morsel,5,497,13-01-2022,east,2485.0
12799,pink morsel,5,436,13-01-2022,west,2180.0
12824,pink morsel,5,449,14-01-2022,north,2245.0
12825,pink morsel,5,445,14-01-2022,south,2225.0
12826,pink morsel,5,416,14-01-2022,east,2080.0
12827,pink morsel,5,450,14-01-2022,west,2250.0
12852,pink morsel,5,423,15-01-2022,north,2115.0
12853,pink morsel,5,429,15-01-2022,south,2145.0
12854,pink morsel,5,426,15-01-2022,east,2130.0
12855,pink morsel,5,424,15-01-2022,west,2120.0
12880,pink morsel,5,463,16-01-2022,north,2315.0
12881,pink morsel,5,482,16-01-2022,south,2410.0
12882,pink morsel,5,458,16-01-2022,east,2290.0
12883,pink morsel,5,430,16-01-2022,west,2150.0
12908,pink morsel,5,459,17-01-2022,north,2295.0
12909,pink morsel,5,403,17-01-2022,south,2015.0
12910,pink morsel,5,414,17-01-2022,east,2070.0
12911,pink morsel,5,419,17-01-2022,west,2095.0
12936,pink morsel,5,409,18-01-2022,north,2045.0
12937,pink morsel,5,425,18-01-2022,south,2125.0
12938,pink morsel,5,417,18-01-2022,east,2085.0
12939,pink morsel,5,419,18-01-2022,west,2095.0
12964,pink morsel,5,459,19-01-2022,north,2295.0
12965,pink morsel,5,453,19-01-2022,south,2265.0
12966,pink morsel,5,408,19-01-2022,east,2040.0
12967,pink morsel,5,440,19-01-2022,west,2200.0
12992,pink morsel,5,483,20-01-2022,north,2415.0
12993,pink morsel,5,487,20-01-2022,south,2435.0
12994,pink morsel,5,432,20-01-2022,east,2160.0
12995,pink morsel,5,442,20-01-2022,west,2210.0
13020,pink morsel,5,459,21-01-2022,north,2295.0
13021,pink morsel,5,481,21-01-2022,south,2405.0
13022,pink morsel,5,476,21-01-2022,east,2380.0
13023,pink morsel,5,472,21-01-2022,west,2360.0
13048,pink morsel,5,416,22-01-2022,north,2080.0
13049,pink morsel,5,444,22-01-2022,south,2220.0
13050,pink morsel,5,499,22-01-2022,east,2495.0
13051,pink morsel,5,500,22-01-2022,west,2500.0
13076,pink morsel,5,434,23-01-2022,north,2170.0
13077,pink morsel,5,427,23-01-2022,south,2135.0
13078,pink morsel,5,441,23-01-2022,east,2205.0
13079,pink morsel,5,489,23-01-2022,west,2445.0
13104,pink morsel,5,439,24-01-2022,north,2195.0
13105,pink morsel,5,475,24-01-2022,south,2375.0
13106,pink morsel,5,474,24-01-2022,east,2370.0
13107,pink morsel,5,482,24-01-2022,west,2410.0
13132,pink morsel,5,494,25-01-2022,north,2470.0
13133,pink morsel,5,474,25-01-2022,south,2370.0
13134,pink morsel,5,422,25-01-2022,east,2110.0
13135,pink morsel,5,496,25-01-2022,west,2480.0
13160,pink morsel,5,417,26-01-2022,north,2085.0
13161,pink morsel,5,464,26-01-2022,south,2320.0
13162,pink morsel,5,415,26-01-2022,east,2075.0
13163,pink morsel,5,497,26-01-2022,west,2485.0
13188,pink morsel,5,433,27-01-2022,north,2165.0
13189,pink morsel,5,480,27-01-2022,south,2400.0
13190,pink morsel,5,411,27-01-2022,east,2055.0
13191,pink morsel,5,487,27-01-2022,west,2435.0
13216,pink morsel,5,476,28-01-2022,north,2380.0
13217,pink morsel,5,482,28-01-2022,south,2410.0
13218,pink morsel,5,448,28-01-2022,east,2240.0
13219,pink morsel,5,490,28-01-2022,west,2450.0
13244,pink morsel,5,438,29-01-2022,north,2190.0
13245,pink morsel,5,469,29-01-2022,south,2345.0
13246,pink morsel,5,458,29-01-2022,east,2290.0
13247,pink morsel,5,476,29-01-2022,west,2380.0
13272,pink morsel,5,429,30-01-2022,north,2145.0
13273,pink morsel,5,430,30-01-2022,south,2150.0
13274,pink morsel,5,500,30-01-2022,east,2500.0
13275,pink morsel,5,461,30-01-2022,west,2305.0
13300,pink morsel,5,409,31-01-2022,north,2045.0
13301,pink morsel,5,475,31-01-2022,south,2375.0
13302,pink morsel,5,408,31-01-2022,east,2040.0
13303,pink morsel,5,411,31-01-2022,west,2055.0
13328,pink morsel,5,481,01-02-2022,north,2405.0
13329,pink morsel,5,462,01-02-2022,south,2310.0
13330,pink morsel,5,481,01-02-2022,east,2405.0
13331,pink morsel,5,484,01-02-2022,west,2420.0
13356,pink morsel,5,432,02-02-2022,north,2160.0
13357,pink morsel,5,497,02-02-2022,south,2485.0
13358,pink morsel,5,475,02-02-2022,east,2375.0
13359,pink morsel,5,487,02-02-2022,west,2435.0
13384,pink morsel,5,425,03-02-2022,north,2125.0
13385,pink morsel,5,437,03-02-2022,south,2185.0
13386,pink morsel,5,418,03-02-2022,east,2090.0
13387,pink morsel,5,423,03-02-2022,west,2115.0
13412,pink morsel,5,407,04-02-2022,north,2035.0
13413,pink morsel,5,443,04-02-2022,south,2215.0
13414,pink morsel,5,402,04-02-2022,east,2010.0
13415,pink morsel,5,438,04-02-2022,west,2190.0
13440,pink morsel,5,414,05-02-2022,north,2070.0
13441,pink morsel,5,400,05-02-2022,south,2000.0
13442,pink morsel,5,426,05-02-2022,east,2130.0
13443,pink morsel,5,447,05-02-2022,west,2235.0
13468,pink morsel,5,450,06-02-2022,north,2250.0
13469,pink morsel,5,473,06-02-2022,south,2365.0
13470,pink morsel,5,404,06-02-2022,east,2020.0
13471,pink morsel,5,443,06-02-2022,west,2215.0
13496,pink morsel,5,458,07-02-2022,north,2290.0
13497,pink morsel,5,429,07-02-2022,south,2145.0
13498,pink morsel,5,451,07-02-2022,east,2255.0
13499,pink morsel,5,453,07-02-2022,west,2265.0
13524,pink morsel,5,475,08-02-2022,north,2375.0
13525,pink morsel,5,472,08-02-2022,south,2360.0
13526,pink morsel,5,486,08-02-2022,east,2430.0
13527,pink morsel,5,466,08-02-2022,west,2330.0
13552,pink morsel,5,458,09-02-2022,north,2290.0
13553,pink morsel,5,487,09-02-2022,south,2435.0
13554,pink morsel,5,445,09-02-2022,east,2225.0
13555,pink morsel,5,451,09-02-2022,west,2255.0
13580,pink morsel,5,455,10-02-2022,north,2275.0
13581,pink morsel,5,462,10-02-2022,south,2310.0
13582,pink morsel,5,414,10-02-2022,east,2070.0
13583,pink morsel,5,489,10-02-2022,west,2445.0
13608,pink morsel,5,481,11-02-2022,north,2405.0
13609,pink morsel,5,406,11-02-2022,south,2030.0
13610,pink morsel,5,494,11-02-2022,east,2470.0
13611,pink morsel,5,453,11-02-2022,west,2265.0
13636,pink morsel,5,449,12-02-2022,north,2245.0
13637,pink morsel,5,498,12-02-2022,south,2490.0
13638,pink morsel,5,422,12-02-2022,east,2110.0
13639,pink morsel,5,417,12-02-2022,west,2085.0
13664,pink morsel,5,485,13-02-2022,north,2425.0
13665,pink morsel,5,449,13-02-2022,south,2245.0
13666,pink morsel,5,500,13-02-2022,east,2500.0
13667,pink morsel,5,478,13-02-2022,west,2390.0
13692,pink morsel,5,407,14-02-2022,north,2035.0
13693,pink morsel,5,493,14-02-2022,south,2465.0
13694,pink morsel,5,500,14-02-2022,east,2500.0
13695,pink morsel,5,423,14-02-2022,west,2115.0
